Period,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit +,EPS in Rs,Dividend Payout %,Equity Capital,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,Ticker,Revenue +,Financing Profit,Financing Margin %,Borrowing,Deposits,Raw PDF
Mar 2021,44726.0,33158.0,11568.0,26%,619.0,1486.0,2700.0,8001.0,32%,5462.0,189.26,20%,289.0,43886.0,21719.0,20282.0,86176.0,55412.0,1687.0,12178.0,16900.0,86176.0,ULTRACEMCO.NS,,,,,,
Mar 2022,52599.0,41084.0,11514.0,22%,669.0,945.0,2715.0,8524.0,14%,7334.0,254.42,15%,289.0,50147.0,11299.0,22077.0,83811.0,55488.0,4785.0,6336.0,17203.0,83811.0,ULTRACEMCO.NS,,,,,,
Mar 2023,63240.0,52620.0,10620.0,17%,507.0,823.0,2888.0,7416.0,32%,5073.0,175.41,22%,289.0,54036.0,11058.0,25998.0,91380.0,59579.0,4040.0,7297.0,20464.0,91380.0,ULTRACEMCO.NS,,,,,,
Mar 2024,70908.0,57930.0,12979.0,18%,557.0,968.0,3145.0,9422.0,26%,7004.0,242.65,29%,289.0,59939.0,11403.0,29167.0,100797.0,62878.0,6811.0,8249.0,22859.0,100797.0,ULTRACEMCO.NS,,,,,,
Mar 2025,75955.0,63158.0,12797.0,17%,397.0,1651.0,4015.0,7528.0,20%,6040.0,204.94,38%,295.0,70412.0,24102.0,38823.0,133632.0,94564.0,6234.0,5156.0,27677.0,133632.0,ULTRACEMCO.NS,,,,,,
Mar 2026,88512.0,71507.0,17004.0,19%,439.0,1872.0,4644.0,10927.0,25%,8188.0,277.1,87%,295.0,76329.0,23755.0,40997.0,141376.0,99260.0,8276.0,6740.0,27101.0,141376.0,ULTRACEMCO.NS,,,,,,
Mar 2015,,9498.0,,,3957.0,23640.0,225.0,2759.0,36%,1771.0,27.69,22%,636.0,19263.0,,11048.0,383566.0,2690.0,4.0,85818.0,295053.0,383566.0,UNIONBANK.NS,32164.0,-973.0,-3%,26628.0,325990.0,
Mar 2016,,10349.0,,,3934.0,23894.0,249.0,1758.0,24%,1347.0,19.73,10%,687.0,22361.0,,9562.0,407365.0,3939.0,13.0,90573.0,312840.0,407365.0,UNIONBANK.NS,32316.0,-1928.0,-6%,30637.0,344118.0,
Mar 2017,,13871.0,,,5430.0,23776.0,241.0,359.0,-58%,573.0,8.33,0%,687.0,23406.0,,13167.0,455681.0,3896.0,21.0,113441.0,338322.0,455681.0,UNIONBANK.NS,32817.0,-4830.0,-15%,41226.0,377195.0,
Mar 2018,,21181.0,,,5462.0,23471.0,368.0,-6607.0,-21%,-5212.0,-44.61,0%,1169.0,24083.0,,9900.0,491120.0,3824.0,34.0,125485.0,361777.0,491120.0,UNIONBANK.NS,32952.0,-11700.0,-36%,45680.0,410288.0,
Mar 2019,,19019.0,,,5042.0,23896.0,374.0,-3933.0,-25%,-2922.0,-16.58,0%,1763.0,25073.0,,10964.0,498581.0,3743.0,44.0,128391.0,366402.0,498581.0,UNIONBANK.NS,34314.0,-8601.0,-25%,43276.0,417505.0,
Mar 2020,,21166.0,,,5789.0,25837.0,417.0,-4151.0,-27%,-3121.0,-9.12,0%,3423.0,30567.0,,16369.0,555509.0,4734.0,54.0,154251.0,396470.0,555509.0,UNIONBANK.NS,37479.0,-9523.0,-25%,52714.0,452436.0,
Mar 2021,,36270.0,,,14307.0,44112.0,908.0,2327.0,-22%,2863.0,4.47,0%,6407.0,58331.0,,40063.0,1082377.0,7303.0,63.0,339059.0,735952.0,1082377.0,UNIONBANK.NS,69311.0,-11071.0,-16%,51922.0,925654.0,
Mar 2022,,32264.0,,,13524.0,40178.0,745.0,8566.0,39%,5265.0,7.7,25%,6835.0,64026.0,,37292.0,1193766.0,7171.0,37.0,351839.0,834718.0,1193766.0,UNIONBANK.NS,68230.0,-4213.0,-6%,51245.0,1034368.0,
Mar 2023,,36155.0,,,15915.0,48033.0,745.0,12147.0,31%,8512.0,12.45,24%,6835.0,71969.0,,46495.0,1288357.0,8826.0,22.0,343727.0,935782.0,1288357.0,UNIONBANK.NS,81163.0,-3024.0,-4%,42737.0,1120322.0,
Mar 2024,,32422.0,,,17813.0,63364.0,896.0,21507.0,36%,13797.0,18.07,20%,7634.0,89964.0,,52831.0,1401996.0,9224.0,36.0,343953.0,1048783.0,1401996.0,UNIONBANK.NS,100376.0,4590.0,5%,26974.0,1224593.0,
Mar 2025,,34738.0,,,21562.0,70733.0,1084.0,23424.0,23%,18027.0,23.62,20%,7634.0,106200.0,,57714.0,1511329.0,9765.0,59.0,361903.0,1139602.0,1511329.0,UNIONBANK.NS,108417.0,2946.0,3%,27490.0,1312291.0,
Mar 2026,,34638.0,,,21601.0,69477.0,0.0,24284.0,23%,19430.0,25.45,20%,7738.0,125814.0,,66395.0,1587503.0,11660.0,0.0,343623.0,1232220.0,1587503.0,UNIONBANK.NS,106799.0,2684.0,3%,77798.0,1309759.0,
Mar 2014,10508.0,13876.0,-3368.0,-32%,681.0,1323.0,203.0,-4213.0,7%,-4489.0,-61.78,0%,145.0,2887.0,8307.0,3518.0,14858.0,5700.0,110.0,238.0,8810.0,14858.0,UNITDSPR.NS,,,,,,
Mar 2015,9254.0,9619.0,-366.0,-4%,-360.0,687.0,223.0,-1635.0,3%,-1687.0,-23.23,0%,145.0,514.0,4987.0,2242.0,7889.0,1921.0,114.0,216.0,5637.0,7889.0,UNITDSPR.NS,,,,,,
Mar 2016,8495.0,8162.0,333.0,4%,648.0,457.0,157.0,366.0,61%,143.0,1.9,0%,145.0,1489.0,4242.0,2452.0,8329.0,1887.0,282.0,77.0,6084.0,8329.0,UNITDSPR.NS,,,,,,
Mar 2017,8818.0,7826.0,991.0,11%,-265.0,375.0,189.0,163.0,43%,93.0,1.38,0%,145.0,1640.0,4144.0,2967.0,8896.0,1917.0,199.0,0.0,6780.0,8896.0,UNITDSPR.NS,,,,,,
Mar 2018,8591.0,7381.0,1209.0,14%,172.0,278.0,192.0,912.0,28%,652.0,8.72,0%,145.0,2274.0,3421.0,3086.0,8926.0,1791.0,102.0,0.0,7033.0,8926.0,UNITDSPR.NS,,,,,,
Mar 2019,9341.0,7947.0,1394.0,15%,70.0,237.0,215.0,1012.0,32%,684.0,9.64,0%,145.0,2945.0,2883.0,3135.0,9109.0,1841.0,118.0,25.0,7124.0,9109.0,UNITDSPR.NS,,,,,,
Mar 2020,9325.0,7754.0,1571.0,17%,87.0,212.0,285.0,1160.0,47%,621.0,9.07,0%,145.0,3583.0,2570.0,2546.0,8844.0,1956.0,121.0,22.0,6745.0,8844.0,UNITDSPR.NS,,,,,,
Mar 2021,8131.0,7080.0,1051.0,13%,-25.0,188.0,299.0,540.0,33%,362.0,5.28,0%,145.0,3974.0,1037.0,3354.0,8511.0,1893.0,97.0,0.0,6521.0,8511.0,UNITDSPR.NS,,,,,,
Mar 2022,9712.0,8117.0,1595.0,16%,-117.0,88.0,304.0,1087.0,25%,811.0,11.4,0%,145.0,4808.0,605.0,3304.0,8863.0,1855.0,96.0,222.0,6690.0,8863.0,UNITDSPR.NS,,,,,,
Mar 2023,10612.0,9195.0,1417.0,13%,249.0,104.0,283.0,1279.0,12%,1126.0,15.63,0%,145.0,5854.0,183.0,3534.0,9716.0,1534.0,83.0,286.0,7813.0,9716.0,UNITDSPR.NS,,,,,,
Mar 2024,11321.0,9321.0,2000.0,18%,208.0,76.0,275.0,1857.0,24%,1408.0,19.36,46%,145.0,6976.0,265.0,3790.0,11176.0,1560.0,37.0,645.0,8934.0,11176.0,UNITDSPR.NS,,,,,,
Mar 2025,12069.0,9833.0,2236.0,19%,271.0,89.0,283.0,2135.0,26%,1582.0,21.75,55%,145.0,7959.0,480.0,4592.0,13176.0,1712.0,72.0,923.0,10469.0,13176.0,UNITDSPR.NS,,,,,,
Mar 2014,10771.0,8753.0,2018.0,19%,30.0,485.0,407.0,1157.0,19%,957.0,13.13,18%,86.0,5162.0,3349.0,4162.0,12759.0,3821.0,228.0,737.0,7973.0,12759.0,UPL.NS,,,,,,
Mar 2015,12091.0,9728.0,2363.0,20%,-11.0,517.0,425.0,1410.0,17%,1187.0,15.82,19%,86.0,5775.0,3281.0,5143.0,14284.0,4031.0,583.0,764.0,8906.0,14284.0,UPL.NS,,,,,,
Mar 2016,14048.0,11700.0,2348.0,17%,149.0,704.0,676.0,1117.0,15%,952.0,13.0,23%,86.0,5803.0,5258.0,5722.0,16869.0,3862.0,484.0,335.0,12188.0,16869.0,UPL.NS,,,,,,
Mar 2017,16312.0,13346.0,2966.0,18%,363.0,735.0,672.0,1922.0,10%,1733.0,20.18,20%,101.0,7214.0,6443.0,6454.0,20212.0,4071.0,792.0,378.0,14971.0,20212.0,UPL.NS,,,,,,
Mar 2018,17378.0,13966.0,3412.0,20%,351.0,783.0,675.0,2305.0,12%,2030.0,23.57,20%,102.0,9067.0,6638.0,7148.0,22955.0,4437.0,1319.0,1034.0,16165.0,22955.0,UPL.NS,,,,,,
Mar 2019,21837.0,18024.0,3813.0,17%,-197.0,963.0,880.0,1773.0,11%,1575.0,17.35,27%,102.0,14613.0,29139.0,18581.0,62435.0,32149.0,1855.0,708.0,27723.0,62435.0,UPL.NS,,,,,,
Mar 2020,35756.0,28984.0,6772.0,19%,-515.0,1481.0,2012.0,2764.0,21%,2178.0,20.66,26%,153.0,19129.0,29388.0,19758.0,68428.0,35321.0,2073.0,558.0,30476.0,68428.0,UPL.NS,,,,,,
Mar 2021,38694.0,30342.0,8352.0,22%,62.0,2060.0,2173.0,4181.0,16%,3495.0,33.4,27%,153.0,20734.0,24519.0,23359.0,68765.0,34765.0,2117.0,618.0,31265.0,68765.0,UPL.NS,,,,,,
Mar 2022,46240.0,36711.0,9529.0,21%,91.0,2295.0,2359.0,4966.0,11%,4437.0,42.18,21%,153.0,24508.0,26746.0,29196.0,80603.0,36193.0,2501.0,1922.0,39987.0,80603.0,UPL.NS,,,,,,
Mar 2023,53576.0,43380.0,10196.0,19%,464.0,2963.0,2547.0,5150.0,14%,4414.0,42.28,21%,150.0,26708.0,23939.0,35318.0,86115.0,38713.0,2818.0,1615.0,42969.0,86115.0,UPL.NS,,,,,,
Mar 2024,43098.0,38801.0,4297.0,10%,231.0,3852.0,2763.0,-2087.0,-10%,-1878.0,-14.21,-6%,150.0,24657.0,29754.0,30579.0,85140.0,39056.0,2965.0,2154.0,40965.0,85140.0,UPL.NS,,,,,,
Mar 2025,46637.0,39509.0,7128.0,15%,78.0,3627.0,2750.0,829.0,1%,820.0,10.62,53%,159.0,29054.0,25099.0,31700.0,86012.0,39084.0,2546.0,2328.0,42054.0,86012.0,UPL.NS,,,,,,
Mar 2015,6770.0,6206.0,564.0,8%,229.0,475.0,254.0,63.0,73%,17.0,16.06,16%,10.0,1073.0,1651.0,1695.0,4428.0,2054.0,178.0,22.0,2174.0,4428.0,VARROC.NS,,,,,,
Mar 2016,7909.0,7341.0,568.0,7%,73.0,-43.0,292.0,392.0,6%,370.0,353.36,1%,10.0,1737.0,1617.0,1869.0,5233.0,2390.0,315.0,12.0,2515.0,5233.0,VARROC.NS,,,,,,
Mar 2017,9299.0,8716.0,582.0,6%,172.0,90.0,337.0,327.0,4%,313.0,254.29,13%,11.0,2172.0,1510.0,2154.0,5847.0,2396.0,293.0,293.0,2867.0,5847.0,VARROC.NS,,,,,,
Mar 2018,10279.0,9398.0,881.0,9%,108.0,86.0,386.0,516.0,13%,451.0,36.57,1%,12.0,2815.0,1194.0,2780.0,6802.0,2804.0,344.0,360.0,3294.0,6802.0,VARROC.NS,,,,,,
Mar 2019,12036.0,10978.0,1059.0,9%,122.0,97.0,566.0,519.0,17%,429.0,31.54,14%,13.0,3053.0,2432.0,3142.0,8641.0,3560.0,999.0,362.0,3720.0,8641.0,VARROC.NS,,,,,,
Mar 2020,11122.0,10306.0,816.0,7%,94.0,139.0,732.0,39.0,94%,3.0,0.01,"21,284%",13.0,2991.0,4255.0,3644.0,10904.0,5283.0,790.0,330.0,4500.0,10904.0,VARROC.NS,,,,,,
Mar 2021,4374.0,4036.0,338.0,8%,-556.0,89.0,274.0,-581.0,8%,-629.0,-41.36,0%,15.0,3013.0,3695.0,4369.0,11092.0,5231.0,856.0,376.0,4629.0,11092.0,VARROC.NS,,,,,,
Mar 2022,5844.0,5484.0,360.0,6%,-996.0,118.0,305.0,-1059.0,5%,-1107.0,-72.64,0%,15.0,1973.0,1625.0,7375.0,10989.0,2046.0,140.0,388.0,8416.0,10989.0,VARROC.NS,,,,,,
Mar 2023,6891.0,6316.0,575.0,8%,-821.0,190.0,337.0,-773.0,6%,-817.0,-53.66,0%,15.0,961.0,1806.0,1832.0,4614.0,2051.0,135.0,421.0,2007.0,4614.0,VARROC.NS,,,,,,
Mar 2024,7552.0,6796.0,756.0,10%,69.0,194.0,337.0,294.0,-81%,532.0,34.43,0%,15.0,1482.0,1390.0,1643.0,4530.0,2027.0,80.0,530.0,1893.0,4530.0,VARROC.NS,,,,,,
Mar 2025,8154.0,7379.0,775.0,10%,-112.0,170.0,323.0,169.0,59%,70.0,4.01,25%,15.0,1550.0,1118.0,1984.0,4667.0,2016.0,103.0,69.0,2479.0,4667.0,VARROC.NS,,,,,,
Dec 2014,2502.0,2116.0,387.0,15%,14.0,187.0,210.0,4.0,658%,-20.0,-0.09,0%,134.0,9.0,2615.0,533.0,3292.0,2355.0,25.0,304.0,608.0,3292.0,VBL.NS,,,,,,
Dec 2015,3394.0,2752.0,642.0,19%,36.0,170.0,317.0,191.0,41%,113.0,0.5,0%,134.0,91.0,2527.0,1680.0,4431.0,3496.0,38.0,3.0,894.0,4431.0,VBL.NS,,,,,,
Dec 2016,3861.0,3052.0,810.0,21%,27.0,435.0,322.0,79.0,39%,48.0,0.14,0%,182.0,1511.0,2215.0,915.0,4824.0,3716.0,96.0,7.0,1006.0,4824.0,VBL.NS,,,,,,
Dec 2017,4004.0,3165.0,838.0,21%,14.0,215.0,347.0,291.0,26%,214.0,0.68,22%,183.0,1587.0,2654.0,852.0,5276.0,3981.0,145.0,8.0,1141.0,5276.0,VBL.NS,,,,,,
Dec 2018,5105.0,4069.0,1036.0,20%,6.0,223.0,385.0,434.0,31%,300.0,0.95,16%,183.0,1816.0,2808.0,1192.0,5998.0,4387.0,352.0,11.0,1247.0,5998.0,VBL.NS,,,,,,
Dec 2019,7130.0,5667.0,1462.0,21%,47.0,324.0,489.0,696.0,32%,472.0,1.44,15%,289.0,3040.0,3417.0,1630.0,8376.0,6479.0,64.0,0.0,1833.0,8376.0,VBL.NS,,,,,,
Dec 2020,6450.0,5235.0,1215.0,19%,-30.0,294.0,529.0,363.0,1%,357.0,1.01,22%,289.0,3235.0,3216.0,1707.0,8447.0,6409.0,67.0,0.0,1972.0,8447.0,VBL.NS,,,,,,
Dec 2021,8823.0,7129.0,1694.0,19%,51.0,207.0,531.0,1007.0,26%,746.0,2.14,16%,433.0,3647.0,3387.0,2113.0,9579.0,6311.0,497.0,0.0,2772.0,9579.0,VBL.NS,,,,,,
Dec 2022,13173.0,10310.0,2863.0,22%,-18.0,204.0,617.0,2024.0,23%,1550.0,4.61,15%,650.0,4453.0,3884.0,2632.0,11618.0,6932.0,607.0,0.0,4079.0,11618.0,VBL.NS,,,,,,
Dec 2023,16043.0,12326.0,3717.0,23%,-5.0,292.0,681.0,2739.0,23%,2102.0,6.33,16%,650.0,6287.0,5431.0,2819.0,15187.0,8409.0,1922.0,21.0,4835.0,15187.0,VBL.NS,,,,,,
Dec 2024,20008.0,15189.0,4818.0,24%,45.0,483.0,947.0,3433.0,23%,2634.0,7.67,13%,676.0,15934.0,2826.0,3688.0,23124.0,13402.0,1167.0,60.0,8496.0,23124.0,VBL.NS,,,,,,
Dec 2025,21685.0,16616.0,5070.0,23%,352.0,196.0,1216.0,4010.0,24%,3062.0,8.98,17%,676.0,18902.0,2508.0,3454.0,25541.0,16759.0,271.0,174.0,8337.0,25541.0,VBL.NS,,,,,,
Mar 2014,66152.0,46557.0,19595.0,30%,1874.0,5094.0,6882.0,9493.0,-9%,11421.0,21.25,15%,296.0,72712.0,80566.0,60545.0,214120.0,87205.0,43128.0,37910.0,45877.0,214120.0,VEDL.NS,,,,,,
Mar 2015,73710.0,51595.0,22114.0,30%,-19222.0,5659.0,7159.0,-9925.0,15%,-11369.0,-52.77,-8%,296.0,53579.0,77752.0,58654.0,190281.0,70108.0,38748.0,39606.0,41819.0,190281.0,VEDL.NS,,,,,,
Mar 2016,64262.0,82741.0,-18479.0,-29%,4290.0,5778.0,8572.0,-28540.0,-37%,-17862.0,-41.39,-8%,296.0,43743.0,67778.0,80163.0,191980.0,67231.0,38461.0,53386.0,32903.0,191980.0,VEDL.NS,,,,,,
Mar 2017,72225.0,50849.0,21376.0,30%,4423.0,5855.0,6292.0,13652.0,17%,11316.0,23.47,83%,297.0,60128.0,71569.0,64952.0,196946.0,76756.0,27557.0,46962.0,45671.0,196946.0,VEDL.NS,,,,,,
Mar 2018,91866.0,66989.0,24877.0,27%,6087.0,5112.0,6283.0,19569.0,30%,13692.0,27.82,76%,372.0,62940.0,58159.0,58896.0,180367.0,80279.0,32055.0,28700.0,39333.0,180367.0,VEDL.NS,,,,,,
Mar 2019,92048.0,68877.0,23171.0,25%,4270.0,5689.0,8192.0,13560.0,28%,9698.0,19.01,99%,372.0,61925.0,66226.0,70045.0,198568.0,96397.0,24959.0,33065.0,44147.0,198568.0,VEDL.NS,,,,,,
Mar 2020,84447.0,63704.0,20743.0,25%,-14932.0,4977.0,9093.0,-8259.0,-43%,-4744.0,-17.93,-22%,372.0,54263.0,59187.0,66915.0,180737.0,88904.0,18585.0,24753.0,48495.0,180737.0,VEDL.NS,,,,,,
Mar 2021,88021.0,60703.0,27318.0,31%,2743.0,5210.0,7638.0,17213.0,13%,15032.0,31.21,30%,372.0,61906.0,57669.0,63549.0,183496.0,90470.0,16314.0,16660.0,60052.0,183496.0,VEDL.NS,,,,,,
Mar 2022,132732.0,87908.0,44824.0,34%,1832.0,4797.0,8895.0,32964.0,28%,23710.0,50.58,89%,372.0,65011.0,53583.0,74981.0,193947.0,93466.0,15879.0,17291.0,67311.0,193947.0,VEDL.NS,,,,,,
Mar 2023,147308.0,112877.0,34431.0,23%,2625.0,6225.0,10555.0,20276.0,28%,14503.0,28.45,357%,372.0,39051.0,80329.0,69703.0,189455.0,95744.0,19529.0,13150.0,61032.0,189455.0,VEDL.NS,,,,,,
Mar 2024,143727.0,108415.0,35312.0,25%,5241.0,9465.0,10723.0,20365.0,63%,7539.0,11.4,259%,372.0,30350.0,87706.0,69690.0,188118.0,98963.0,22889.0,11869.0,54397.0,188118.0,VEDL.NS,,,,,,
Mar 2025,152968.0,110625.0,42343.0,28%,5544.0,9914.0,11096.0,26877.0,24%,20535.0,38.33,113%,391.0,40821.0,91479.0,67249.0,199940.0,99905.0,33896.0,14532.0,51607.0,199940.0,VEDL.NS,,,,,,
Mar 2017,2086.0,1876.0,210.0,10%,12.0,2.0,16.0,204.0,29%,145.0,3.41,21%,42.0,592.0,6.0,294.0,934.0,169.0,10.0,89.0,666.0,934.0,VGUARD.NS,,,,,,
Mar 2018,2326.0,2135.0,191.0,8%,10.0,2.0,20.0,180.0,25%,135.0,3.15,22%,43.0,707.0,7.0,414.0,1171.0,218.0,7.0,75.0,870.0,1171.0,VGUARD.NS,,,,,,
Mar 2019,2594.0,2369.0,225.0,9%,20.0,2.0,23.0,220.0,23%,168.0,3.92,20%,43.0,857.0,14.0,458.0,1372.0,231.0,8.0,83.0,1050.0,1372.0,VGUARD.NS,,,,,,
Mar 2020,2503.0,2244.0,259.0,10%,24.0,4.0,29.0,250.0,25%,188.0,4.37,21%,43.0,953.0,13.0,447.0,1455.0,284.0,67.0,36.0,1068.0,1455.0,VGUARD.NS,,,,,,
Mar 2021,2721.0,2409.0,312.0,11%,20.0,6.0,39.0,288.0,30%,202.0,4.67,26%,43.0,1168.0,69.0,594.0,1875.0,370.0,20.0,33.0,1452.0,1875.0,VGUARD.NS,,,,,,
Mar 2022,3500.0,3159.0,341.0,10%,10.0,8.0,49.0,294.0,22%,228.0,5.28,25%,43.0,1364.0,68.0,632.0,2107.0,463.0,17.0,33.0,1593.0,2107.0,VGUARD.NS,,,,,,
Mar 2023,4127.0,3807.0,320.0,8%,16.0,16.0,64.0,256.0,26%,189.0,4.38,30%,43.0,1564.0,503.0,788.0,2899.0,1247.0,27.0,34.0,1591.0,2899.0,VGUARD.NS,,,,,,
Mar 2024,4857.0,4429.0,428.0,9%,33.0,40.0,81.0,340.0,24%,258.0,5.93,24%,43.0,1771.0,401.0,936.0,3152.0,1334.0,37.0,101.0,1679.0,3152.0,VGUARD.NS,,,,,,
Mar 2025,5578.0,5064.0,514.0,9%,20.0,25.0,96.0,414.0,24%,314.0,7.2,21%,44.0,2054.0,134.0,1098.0,3329.0,1374.0,49.0,81.0,1825.0,3329.0,VGUARD.NS,,,,,,
Mar 2020,5292.0,4635.0,657.0,12%,20.0,236.0,340.0,101.0,55%,45.0,0.1,0%,4366.0,-143.0,793.0,2377.0,7392.0,5736.0,20.0,87.0,1549.0,7392.0,VMM.NS,,,,,,
Mar 2021,4452.0,3827.0,625.0,14%,116.0,232.0,346.0,163.0,27%,119.0,0.26,0%,4484.0,105.0,770.0,2547.0,7905.0,4643.0,11.0,547.0,2704.0,7905.0,VMM.NS,,,,,,
Mar 2022,5589.0,4763.0,826.0,15%,62.0,213.0,406.0,270.0,25%,203.0,0.45,0%,4503.0,322.0,1790.0,1603.0,8218.0,5802.0,11.0,417.0,1988.0,8218.0,VMM.NS,,,,,,
Mar 2023,7586.0,6542.0,1044.0,14%,33.0,185.0,461.0,431.0,25%,321.0,0.71,0%,4507.0,650.0,1462.0,1671.0,8289.0,5893.0,69.0,35.0,2293.0,8289.0,VMM.NS,,,,,,
Mar 2024,8912.0,7635.0,1276.0,14%,32.0,170.0,517.0,621.0,26%,462.0,1.02,0%,4509.0,1113.0,1483.0,1401.0,8506.0,6183.0,38.0,0.0,2284.0,8506.0,VMM.NS,,,,,,
Mar 2025,10716.0,9153.0,1564.0,15%,56.0,180.0,590.0,849.0,26%,632.0,1.37,0%,4597.0,1804.0,1729.0,1862.0,9993.0,6535.0,14.0,387.0,3057.0,9993.0,VMM.NS,,,,,,
Mar 2014,5266.0,5000.0,266.0,5%,121.0,23.0,25.0,340.0,28%,246.0,7.42,25%,33.0,1786.0,264.0,2660.0,4744.0,288.0,2.0,732.0,3721.0,4744.0,VOLTAS.NS,,,,,,
Mar 2015,5183.0,4773.0,411.0,8%,154.0,23.0,28.0,514.0,25%,388.0,11.62,19%,33.0,2069.0,122.0,2662.0,4886.0,269.0,4.0,1094.0,3519.0,4886.0,VOLTAS.NS,,,,,,
Mar 2016,5720.0,5376.0,344.0,6%,261.0,16.0,26.0,563.0,30%,393.0,11.7,22%,33.0,2778.0,271.0,2788.0,5869.0,276.0,1.0,1975.0,3617.0,5869.0,VOLTAS.NS,,,,,,
Mar 2017,6033.0,5484.0,549.0,9%,212.0,16.0,24.0,720.0,28%,520.0,15.64,22%,33.0,3274.0,171.0,2991.0,6469.0,300.0,1.0,2268.0,3901.0,6469.0,VOLTAS.NS,,,,,,
Mar 2018,6404.0,5742.0,663.0,10%,178.0,12.0,24.0,805.0,28%,578.0,17.3,23%,33.0,3872.0,142.0,3249.0,7296.0,297.0,4.0,2754.0,4242.0,7296.0,VOLTAS.NS,,,,,,
Mar 2019,7124.0,6564.0,560.0,8%,174.0,33.0,24.0,677.0,24%,514.0,15.35,26%,33.0,4077.0,315.0,3091.0,7515.0,343.0,16.0,2386.0,4771.0,7515.0,VOLTAS.NS,,,,,,
Mar 2020,7658.0,7040.0,618.0,8%,179.0,21.0,32.0,744.0,30%,521.0,15.63,26%,33.0,4247.0,219.0,3657.0,8156.0,380.0,26.0,2343.0,5406.0,8156.0,VOLTAS.NS,,,,,,
Mar 2021,7556.0,6975.0,580.0,8%,189.0,26.0,34.0,709.0,25%,529.0,15.87,32%,33.0,4960.0,261.0,3402.0,8655.0,388.0,9.0,3046.0,5212.0,8655.0,VOLTAS.NS,,,,,,
Mar 2022,7934.0,7362.0,572.0,7%,188.0,26.0,37.0,697.0,27%,506.0,15.23,36%,33.0,5466.0,361.0,3874.0,9734.0,384.0,59.0,3615.0,5676.0,9734.0,VOLTAS.NS,,,,,,
Mar 2023,9499.0,9045.0,454.0,5%,-77.0,30.0,40.0,307.0,56%,136.0,4.08,104%,33.0,5419.0,651.0,4171.0,10274.0,525.0,98.0,3109.0,6542.0,10274.0,VOLTAS.NS,,,,,,
Mar 2024,12481.0,12145.0,336.0,3%,253.0,56.0,48.0,486.0,49%,248.0,7.62,72%,33.0,5787.0,744.0,5430.0,11994.0,548.0,368.0,3508.0,7571.0,11994.0,VOLTAS.NS,,,,,,
Mar 2025,15413.0,14423.0,990.0,6%,324.0,62.0,62.0,1191.0,30%,834.0,25.43,28%,33.0,6480.0,892.0,5702.0,13108.0,973.0,82.0,3243.0,8809.0,13108.0,VOLTAS.NS,,,,,,
Mar 2020,1996.0,1903.0,93.0,5%,25.0,34.0,27.0,57.0,31%,39.0,2.12,0%,197.0,101.0,157.0,483.0,938.0,152.0,40.0,85.0,661.0,938.0,WAAREEENER.NS,,,,,,
Mar 2021,1953.0,1868.0,85.0,4%,45.0,31.0,29.0,70.0,31%,48.0,2.5,0%,197.0,148.0,340.0,596.0,1281.0,285.0,3.0,115.0,878.0,1281.0,WAAREEENER.NS,,,,,,
Mar 2022,2854.0,2748.0,106.0,4%,97.0,41.0,43.0,118.0,33%,80.0,3.84,0%,197.0,231.0,363.0,1362.0,2154.0,625.0,124.0,143.0,1262.0,2154.0,WAAREEENER.NS,,,,,,
Mar 2023,6751.0,5915.0,836.0,12%,88.0,82.0,164.0,677.0,26%,500.0,24.49,0%,243.0,1595.0,320.0,5247.0,7406.0,1105.0,537.0,31.0,5732.0,7406.0,WAAREEENER.NS,,,,,,
Mar 2024,11398.0,9823.0,1574.0,14%,576.0,140.0,277.0,1734.0,27%,1274.0,62.76,0%,263.0,3825.0,553.0,6635.0,11277.0,1450.0,1341.0,71.0,8414.0,11277.0,WAAREEENER.NS,,,,,,
Mar 2025,14444.0,11723.0,2722.0,19%,398.0,152.0,402.0,2565.0,25%,1928.0,65.0,0%,287.0,9192.0,1199.0,9028.0,19706.0,4051.0,1884.0,65.0,13706.0,19706.0,WAAREEENER.NS,,,,,,
Mar 2018,4832.0,4271.0,561.0,12%,86.0,4.0,102.0,541.0,35%,351.0,27.64,14%,127.0,1669.0,0.0,1429.0,3226.0,446.0,33.0,456.0,2291.0,3226.0,WHIRLPOOL.NS,,,,,,
Mar 2019,5398.0,4755.0,642.0,12%,107.0,9.0,111.0,629.0,35%,410.0,32.3,15%,127.0,2019.0,0.0,1566.0,3712.0,508.0,43.0,659.0,2501.0,3712.0,WHIRLPOOL.NS,,,,,,
Mar 2020,5993.0,5319.0,673.0,11%,143.0,20.0,129.0,667.0,26%,490.0,38.64,13%,127.0,2437.0,0.0,1837.0,4400.0,709.0,44.0,567.0,3080.0,4400.0,WHIRLPOOL.NS,,,,,,
Mar 2021,5900.0,5379.0,521.0,9%,106.0,15.0,142.0,470.0,25%,352.0,27.73,18%,127.0,2731.0,51.0,2139.0,5048.0,707.0,41.0,207.0,4093.0,5048.0,WHIRLPOOL.NS,,,,,,
Mar 2022,6197.0,5781.0,416.0,7%,398.0,16.0,147.0,650.0,13%,567.0,44.64,11%,127.0,3231.0,134.0,2142.0,5634.0,1803.0,76.0,0.0,3754.0,5634.0,WHIRLPOOL.NS,,,,,,
